"cow_id","site","calving_date","date_sampled","dim","days_storage","three_contam","contamination"
35729,"A",2019-08-11,2019-08-12,1,44,0,0
35731,"A",2019-08-11,2019-08-12,1,44,0,0
35731,"A",2019-08-11,2019-08-19,8,37,0,0
35731,"A",2019-08-11,2019-08-31,20,25,0,0
35748,"A",2019-08-21,2019-08-30,9,26,0,0
35748,"A",2019-08-21,2019-09-02,12,23,0,1
35748,"A",2019-08-21,2019-09-14,24,116,0,0
35748,"A",2019-08-21,2019-09-20,30,39,0,0
35766,"A",2019-08-18,2019-08-23,5,67,0,0
35766,"A",2019-08-18,2019-08-31,13,25,0,0
35766,"A",2019-08-18,2019-09-02,15,23,0,0
35766,"A",2019-08-18,2019-09-09,22,16,0,0
35772,"A",2019-10-01,2019-10-07,6,22,0,0
35772,"A",2019-10-01,2019-10-16,15,84,0,0
35772,"A",2019-10-01,2019-10-23,22,77,0,0
35772,"A",2019-10-01,2019-11-01,31,237,0,0
35779,"A",2019-08-12,2019-08-15,3,41,0,0
35786,"A",2019-08-03,2019-08-05,2,51,0,0
35786,"A",2019-08-03,2019-08-12,9,44,0,0
35786,"A",2019-08-03,2019-08-22,19,34,0,0
35786,"A",2019-08-03,2019-08-26,23,64,0,0
35835,"A",2019-08-11,2019-08-15,4,41,0,0
35835,"A",2019-08-11,2019-08-19,8,37,0,0
35844,"A",2019-08-31,2019-09-06,6,19,0,0
35844,"A",2019-08-31,2019-09-12,12,47,0,0
35844,"A",2019-08-31,2019-09-16,16,42,0,0
35844,"A",2019-08-31,2019-10-03,33,25,0,0
35879,"A",2019-09-12,2019-09-29,17,262,0,0
35879,"A",2019-09-12,2019-10-04,22,24,0,0
35879,"A",2019-09-12,2019-10-07,25,22,0,0
35882,"A",2019-09-13,2019-09-16,3,42,0,1
35882,"A",2019-09-13,2019-09-28,15,31,0,0
35882,"A",2019-09-13,2019-10-05,22,24,0,0
35882,"A",2019-09-13,2019-10-18,35,82,0,0
63699,"A",NA,2019-09-28,NA,31,0,0
67577,"A",2019-10-15,2019-10-18,3,82,0,0
67577,"A",2019-10-15,2019-10-23,8,77,0,0
67577,"A",2019-10-15,2019-11-01,17,237,0,0
67577,"A",2019-10-15,2019-11-07,23,62,0,0
67833,"A",2019-08-02,2019-08-05,3,51,0,0
67833,"A",2019-08-02,2019-08-12,10,44,0,0
67833,"A",2019-08-02,2019-08-26,24,64,0,0
67883,"A",NA,2019-08-19,NA,37,0,0
67895,"A",2019-10-07,2019-10-15,8,14,0,0
67895,"A",2019-10-07,2019-10-23,16,246,0,0
67895,"A",2019-10-07,2019-11-01,25,237,0,0
67895,"A",2019-10-07,2019-11-06,30,232,0,0
67945,"A",2019-08-17,2019-08-23,6,67,0,0
67945,"A",2019-08-17,2019-08-30,13,26,0,0
67945,"A",2019-08-17,2019-09-14,28,116,0,0
67954,"A",NA,2019-09-02,NA,23,0,0
68058,"A",2019-10-10,2019-10-18,8,82,0,0
68058,"A",2019-10-10,2019-10-23,13,77,0,0
68058,"A",2019-10-10,2019-11-01,22,237,0,0
68058,"A",2019-10-10,2019-11-06,27,232,0,0
68116,"A",2019-10-10,2019-10-18,8,82,0,0
68116,"A",2019-10-10,2019-10-23,13,77,0,0
68116,"A",2019-10-10,2019-11-01,22,237,0,0
68116,"A",2019-10-10,2019-11-06,27,232,0,0
68199,"A",2019-08-18,2019-08-22,4,34,0,0
68199,"A",2019-08-18,2019-08-31,13,25,0,0
68199,"A",2019-08-18,2019-09-02,15,23,0,0
68199,"A",2019-08-18,2019-09-09,22,16,0,0
68209,"A",2019-08-30,2019-09-06,7,19,0,0
68209,"A",2019-08-30,2019-09-14,15,116,0,0
68209,"A",2019-08-30,2019-09-20,21,39,0,0
68209,"A",2019-08-30,2019-09-28,29,31,0,0
68219,"A",2019-09-26,2019-10-05,9,24,0,0
68219,"A",2019-09-26,2019-10-09,13,20,0,0
68219,"A",2019-09-26,2019-10-16,20,84,0,0
68219,"A",2019-09-26,2019-10-25,29,244,0,0
68224,"A",NA,2019-09-28,NA,31,0,0
68226,"A",2019-09-09,2019-10-11,32,18,0,0
68226,"A",2019-09-09,2019-10-16,37,84,0,0
68406,"A",2019-08-24,2019-08-30,6,26,0,0
68406,"A",2019-08-24,2019-09-02,9,23,0,1
68406,"A",2019-08-24,2019-09-14,21,116,0,1
68406,"A",2019-08-24,2019-09-20,27,39,0,0
68430,"A",2019-10-01,2019-10-07,6,22,0,0
68430,"A",2019-10-01,2019-10-18,17,82,0,0
68430,"A",2019-10-01,2019-10-25,24,75,0,0
68430,"A",2019-10-01,2019-11-01,31,237,0,0
68481,"A",2019-08-11,2019-08-15,4,41,0,0
68481,"A",2019-08-11,2019-08-22,11,34,0,0
68481,"A",2019-08-11,2019-08-26,15,64,0,0
68481,"A",2019-08-11,2019-09-07,27,18,0,0
68521,"A",2019-08-21,2019-09-07,17,18,0,0
68521,"A",2019-08-21,2019-09-14,24,116,0,0
68521,"A",2019-08-21,2019-09-20,30,39,0,0
68563,"A",2019-10-05,2019-10-16,11,84,0,0
68563,"A",2019-10-05,2019-10-23,18,77,0,0
68563,"A",2019-10-05,2019-11-01,27,237,0,0
68563,"A",2019-10-05,2019-11-06,32,232,0,0
68585,"A",2019-09-26,2019-10-05,9,24,0,0
68585,"A",2019-09-26,2019-10-09,13,20,0,0
68585,"A",2019-09-26,2019-10-16,20,84,0,0
68585,"A",2019-09-26,2019-10-25,29,75,0,0
68589,"A",2019-10-03,2019-10-05,2,24,0,0
68589,"A",2019-10-03,2019-10-16,13,84,0,0
68688,"A",2019-08-31,2019-09-07,7,18,0,0
68688,"A",2019-08-31,2019-09-13,13,117,0,0
68688,"A",2019-08-31,2019-09-16,16,42,0,0
68688,"A",2019-08-31,2019-09-28,28,31,0,0
68699,"A",2019-09-13,2019-09-20,7,39,0,0
68699,"A",2019-09-13,2019-10-06,23,23,0,0
68709,"A",2019-10-08,2019-10-15,7,14,0,0
68709,"A",2019-10-08,2019-10-18,10,82,0,0
68709,"A",2019-10-08,2019-10-23,15,77,0,0
68709,"A",2019-10-08,2019-11-01,24,237,0,0
68709,"A",2019-10-08,2019-11-06,29,232,0,0
68726,"A",2019-10-02,2019-10-12,10,17,0,0
68726,"A",2019-10-02,2019-10-15,13,14,0,0
68726,"A",2019-10-02,2019-10-23,21,77,0,0
68726,"A",2019-10-02,2019-11-01,30,237,0,0
68821,"A",2019-10-09,2019-10-18,9,82,0,0
68821,"A",2019-10-09,2019-10-25,16,75,0,0
68821,"A",2019-10-09,2019-11-01,23,237,0,0
68821,"A",2019-10-09,2019-11-06,28,232,0,0
68923,"A",2019-10-05,2019-10-12,7,17,0,0
68923,"A",2019-10-05,2019-10-18,13,82,0,0
68923,"A",2019-10-05,2019-10-25,20,75,0,0
68923,"A",2019-10-05,2019-11-01,27,237,0,0
68958,"A",2019-10-05,2019-10-07,2,22,0,0
68958,"A",2019-10-05,2019-10-15,10,14,0,0
68958,"A",2019-10-05,2019-10-23,18,77,0,0
68958,"A",2019-10-05,2019-11-01,27,237,0,0
68963,"A",2019-09-08,2019-09-12,4,47,0,0
68963,"A",2019-09-08,2019-09-16,8,42,0,0
68963,"A",2019-09-08,2019-09-23,15,268,0,0
68963,"A",2019-09-08,2019-09-28,20,31,0,0
68963,"A",2019-09-08,2019-10-09,31,20,0,0
69002,"A",2019-10-11,2019-10-18,7,82,0,0
69002,"A",2019-10-11,2019-10-23,12,77,0,0
69002,"A",2019-10-11,2019-11-01,21,237,0,0
69002,"A",2019-10-11,2019-11-06,26,232,0,0
69116,"A",2019-08-30,2019-09-06,7,19,0,0
69116,"A",2019-08-30,2019-09-13,14,117,0,0
69116,"A",2019-08-30,2019-09-16,17,42,0,0
69116,"A",2019-08-30,2019-09-28,29,31,0,0
69158,"A",2019-09-16,2019-09-29,13,262,0,0
69158,"A",2019-09-16,2019-10-04,18,24,0,0
69158,"A",2019-09-16,2019-10-11,25,18,0,0
69158,"A",2019-09-16,2019-10-15,29,14,0,0
69228,"A",2019-09-28,2019-10-05,7,24,0,0
69228,"A",2019-09-28,2019-10-16,18,84,0,0
69228,"A",2019-09-28,2019-10-23,25,246,0,0
69228,"A",2019-09-28,2019-11-01,34,237,0,0
82884,"A",2019-09-19,2019-09-30,11,28,0,0
82884,"A",2019-09-19,2019-10-07,18,22,0,0
82884,"A",2019-09-19,2019-10-16,27,253,0,0
82884,"A",2019-09-19,2019-11-01,43,237,0,0
82972,"A",NA,2019-09-23,NA,268,0,0
83366,"A",2019-09-12,2019-10-16,34,84,0,0
83366,"A",2019-09-12,2019-10-25,43,75,0,0
83657,"A",2019-08-01,2019-08-09,8,47,0,0
83657,"A",2019-08-01,2019-08-12,11,44,0,0
83657,"A",2019-08-01,2019-08-23,22,67,0,1
83780,"A",2019-07-27,2019-08-01,5,55,0,0
83780,"A",2019-07-27,2019-08-09,13,47,0,0
83780,"A",2019-07-27,2019-08-15,19,41,0,0
83780,"A",2019-07-27,2019-08-23,27,67,0,0
83884,"A",2019-08-08,2019-08-15,7,41,0,0
84094,"A",2019-08-11,2019-08-15,4,41,0,0
84094,"A",2019-08-11,2019-08-22,11,34,0,0
84094,"A",2019-08-11,2019-08-26,15,64,0,0
84094,"A",2019-08-11,2019-08-31,20,25,0,0
84094,"A",2019-08-11,2019-09-07,27,18,0,0
84133,"A",2019-08-02,2019-08-09,7,47,0,0
84133,"A",2019-08-02,2019-08-12,10,44,0,0
84133,"A",2019-08-02,2019-08-19,17,37,0,0
84133,"A",2019-08-02,2019-08-31,29,25,0,0
84156,"A",2019-07-30,2019-08-05,6,51,0,0
84156,"A",2019-07-30,2019-08-12,13,44,0,0
84156,"A",2019-07-30,2019-08-19,20,37,0,0
84156,"A",2019-07-30,2019-08-30,31,26,0,0
84230,"A",NA,2019-09-06,NA,19,0,0
84412,"A",2019-09-13,2019-10-03,20,25,0,0
84412,"A",2019-09-13,2019-10-11,28,18,0,0
84412,"A",2019-09-13,2019-10-16,33,253,0,0
84446,"A",2019-08-16,2019-08-23,7,67,0,0
84446,"A",2019-08-16,2019-08-31,15,25,0,0
84446,"A",2019-08-16,2019-09-02,17,23,0,1
84446,"A",2019-08-16,2019-09-14,29,116,0,0
84456,"A",NA,2019-09-28,NA,31,0,0
84458,"A",2019-07-29,2019-08-01,3,55,0,0
84458,"A",2019-07-29,2019-08-05,7,51,0,0
84458,"A",2019-07-29,2019-08-12,14,44,0,0
84458,"A",2019-07-29,2019-08-19,21,37,0,0
84468,"A",2019-09-23,2019-10-04,11,24,0,0
84468,"A",2019-09-23,2019-10-07,14,22,0,0
84468,"A",2019-09-23,2019-10-16,23,84,0,0
84468,"A",2019-09-23,2019-10-25,32,75,0,0
84486,"A",2019-07-29,2019-08-09,11,47,0,0
84486,"A",2019-07-29,2019-08-15,17,41,0,0
84486,"A",2019-07-29,2019-08-19,21,37,0,0
84521,"A",2019-08-26,2019-08-30,4,26,0,0
84521,"A",2019-08-26,2019-09-02,7,23,0,0
84521,"A",2019-08-26,2019-09-12,17,47,0,0
84521,"A",2019-08-26,2019-09-26,31,33,0,0
84568,"A",2019-09-21,2019-10-09,18,20,0,0
84568,"A",2019-09-21,2019-10-23,32,246,0,0
84568,"A",2019-09-21,2019-11-01,41,237,0,0
84568,"A",2019-09-21,2019-11-06,46,232,0,0
84649,"A",2019-08-10,2019-08-26,16,64,0,0
84649,"A",2019-08-10,2019-09-07,28,18,0,0
84697,"A",2019-08-05,2019-08-09,4,47,0,0
84697,"A",2019-08-05,2019-08-12,7,44,0,0
84697,"A",2019-08-05,2019-08-22,17,34,0,0
84697,"A",2019-08-05,2019-08-26,21,64,0,0
84699,"A",NA,2019-08-22,NA,34,0,0
84710,"A",2019-08-18,2019-08-23,5,67,0,0
84710,"A",2019-08-18,2019-08-30,12,26,0,0
84710,"A",2019-08-18,2019-09-02,15,23,0,0
84710,"A",2019-08-18,2019-09-12,25,47,0,0
84730,"A",2019-08-29,2019-09-14,16,116,0,0
84730,"A",2019-08-29,2019-09-20,22,39,0,0
84730,"A",2019-08-29,2019-09-28,30,31,0,0
84733,"A",2019-08-07,2019-08-15,8,41,0,0
84738,"A",2019-09-07,2019-09-23,16,268,0,0
84738,"A",2019-09-07,2019-09-28,21,31,0,0
84738,"A",2019-09-07,2019-10-03,26,25,0,0
84741,"A",2019-09-12,2019-10-06,24,23,0,0
84741,"A",2019-09-12,2019-10-09,27,20,0,0
84741,"A",2019-09-12,2019-10-16,34,84,0,0
84741,"A",2019-09-12,2019-10-25,43,75,0,0
84744,"A",2019-08-24,2019-08-31,7,25,0,1
84744,"A",2019-08-24,2019-09-02,9,23,0,0
84744,"A",2019-08-24,2019-09-12,19,47,0,1
84744,"A",2019-08-24,2019-09-20,27,39,0,0
84744,"A",2019-08-24,2019-09-28,35,31,0,0
84744,"A",2019-08-24,2019-09-30,37,28,0,0
84744,"A",2019-08-24,2019-10-04,41,24,0,0
84753,"A",2019-08-30,2019-09-06,7,19,0,0
84753,"A",2019-08-30,2019-09-13,14,117,0,0
84753,"A",2019-08-30,2019-09-16,17,42,0,0
84753,"A",2019-08-30,2019-09-20,21,39,0,0
84753,"A",2019-08-30,2019-09-25,26,33,0,0
84764,"A",2019-08-05,2019-08-09,4,47,0,0
84764,"A",2019-08-05,2019-08-15,10,41,0,0
84764,"A",2019-08-05,2019-08-19,14,37,0,0
84771,"A",2019-08-10,2019-08-15,5,41,0,0
84771,"A",2019-08-10,2019-08-22,12,34,0,0
84771,"A",2019-08-10,2019-08-26,16,64,0,0
84771,"A",2019-08-10,2019-09-07,28,18,0,0
84778,"A",2019-10-11,2019-10-15,4,14,0,0
84778,"A",2019-10-11,2019-10-18,7,82,0,0
84832,"A",2019-08-09,2019-08-15,6,41,0,0
84832,"A",2019-08-09,2019-08-19,10,37,0,0
84832,"A",2019-08-09,2019-08-31,22,25,0,0
84852,"A",2019-08-31,2019-09-06,6,19,0,0
84852,"A",2019-08-31,2019-09-13,13,117,0,0
84852,"A",2019-08-31,2019-09-20,20,39,0,0
84852,"A",2019-08-31,2019-09-23,23,268,0,0
84852,"A",2019-08-31,2019-10-11,41,18,0,0
84859,"A",2019-09-12,2019-09-22,10,37,0,0
84901,"A",2019-09-28,2019-10-05,7,24,0,0
84901,"A",2019-09-28,2019-10-09,11,20,0,0
84901,"A",2019-09-28,2019-10-16,18,253,0,0
84901,"A",2019-09-28,2019-10-25,27,75,0,0
84912,"A",NA,2019-10-11,NA,18,0,0
84923,"A",2019-09-21,2019-10-05,14,24,0,0
84923,"A",2019-09-21,2019-10-11,20,18,0,0
84923,"A",2019-09-21,2019-10-16,25,253,0,0
84923,"A",2019-09-21,2019-11-01,41,237,0,0
84924,"A",2019-09-28,2019-10-05,7,24,0,0
84924,"A",2019-09-28,2019-10-09,11,20,0,0
84924,"A",2019-09-28,2019-10-16,18,84,0,0
84924,"A",2019-09-28,2019-10-25,27,75,0,0
84934,"A",2019-09-20,2019-09-28,8,31,0,0
84934,"A",2019-09-20,2019-10-04,14,24,0,0
84934,"A",2019-09-20,2019-10-11,21,18,0,0
84934,"A",2019-09-20,2019-10-16,26,84,0,0
84943,"A",2019-09-25,2019-09-30,5,28,0,0
84943,"A",2019-09-25,2019-10-04,9,24,0,0
84943,"A",2019-09-25,2019-10-09,14,20,0,0
84943,"A",2019-09-25,2019-10-15,20,14,0,0
84956,"A",2019-09-17,2019-10-04,17,24,0,0
84956,"A",2019-09-17,2019-10-11,24,18,0,0
84956,"A",2019-09-17,2019-10-18,31,82,0,0
84960,"A",2019-09-19,2019-10-15,26,14,0,0
84960,"A",2019-09-19,2019-10-25,36,244,0,0
84960,"A",2019-09-19,2019-11-01,43,237,0,0
84960,"A",2019-09-19,2019-11-07,49,62,0,0
84969,"A",2019-09-22,2019-09-28,6,31,0,0
84972,"A",2019-09-12,2019-09-29,17,262,0,0
84972,"A",2019-09-12,2019-10-06,24,23,0,0
84972,"A",2019-09-12,2019-10-16,34,84,0,0
85016,"A",2019-09-08,2019-09-13,5,117,0,0
85016,"A",2019-09-08,2019-09-29,21,262,0,0
85023,"A",2019-09-18,2019-09-29,11,262,0,0
85023,"A",2019-09-18,2019-10-06,18,23,0,0
85023,"A",2019-09-18,2019-10-11,23,18,0,0
85023,"A",2019-09-18,2019-10-16,28,84,0,0
85024,"A",NA,2019-09-07,NA,18,0,0
85026,"A",2019-08-31,2019-09-12,12,47,0,0
85026,"A",2019-08-31,2019-09-25,25,33,0,0
85040,"A",2019-09-15,2019-09-23,8,268,0,0
85090,"A",2019-09-08,2019-09-12,4,47,0,0
85090,"A",2019-09-08,2019-09-23,15,268,0,0
85090,"A",2019-09-08,2019-09-28,20,31,0,0
85090,"A",2019-09-08,2019-09-29,21,262,0,0
85090,"A",2019-09-08,2019-10-05,27,24,0,0
85106,"A",NA,2019-10-04,NA,24,0,0
85111,"A",2019-09-23,2019-09-29,6,262,0,0
85111,"A",2019-09-23,2019-10-05,12,24,0,0
85111,"A",2019-09-23,2019-10-09,16,20,0,0
85111,"A",2019-09-23,2019-10-16,23,253,0,0
85120,"A",2019-09-19,2019-09-30,11,28,0,0
85120,"A",2019-09-19,2019-10-04,15,24,0,0
85120,"A",2019-09-19,2019-10-11,22,18,0,0
85120,"A",2019-09-19,2019-10-15,26,14,0,0
85121,"A",2019-09-23,2019-09-29,6,262,0,0
85121,"A",2019-09-23,2019-10-05,12,24,0,0
85121,"A",2019-09-23,2019-10-11,18,18,0,0
85121,"A",2019-09-23,2019-10-15,22,14,0,0
85123,"A",2019-09-07,2019-09-12,5,47,0,0
85123,"A",2019-09-07,2019-09-16,9,42,0,0
85123,"A",2019-09-07,2019-10-02,25,26,0,0
85123,"A",2019-09-07,2019-10-07,30,22,0,0
85135,"A",2019-09-21,2019-09-29,8,262,0,0
85135,"A",2019-09-21,2019-10-04,13,24,0,0
85135,"A",2019-09-21,2019-10-09,18,20,0,0
85135,"A",2019-09-21,2019-10-16,25,253,0,0
85210,"A",NA,2019-09-29,NA,262,0,0
87215,"A",2019-09-09,2019-09-16,7,42,0,0
87215,"A",2019-09-09,2019-09-23,14,268,0,0
87216,"A",2019-10-03,2019-10-18,15,82,0,0
87216,"A",2019-10-03,2019-10-23,20,77,0,0
87216,"A",2019-10-03,2019-11-01,29,237,0,0
87216,"A",2019-10-03,2019-11-06,34,232,0,0
87221,"A",2019-08-26,2019-09-07,12,18,0,0
87221,"A",2019-08-26,2019-09-14,19,116,0,0
87231,"A",2019-08-27,2019-09-07,11,18,0,0
87231,"A",2019-08-27,2019-09-13,17,117,0,0
87231,"A",2019-08-27,2019-09-16,20,42,0,0
87231,"A",2019-08-27,2019-09-29,33,262,0,0
87231,"A",2019-08-27,2019-10-03,37,25,0,0
87243,"A",2019-09-08,2019-09-12,4,47,0,0
87243,"A",2019-09-08,2019-09-16,8,42,0,0
87243,"A",2019-09-08,2019-09-23,15,268,0,0
87243,"A",2019-09-08,2019-09-28,20,31,0,0
87243,"A",2019-09-08,2019-09-29,21,262,0,0
87243,"A",2019-09-08,2019-10-04,26,24,0,0
87245,"A",2019-10-04,2019-10-15,11,14,0,0
87245,"A",2019-10-04,2019-11-01,28,237,0,0
87245,"A",2019-10-04,2019-11-06,33,232,0,0
87275,"A",2019-09-04,2019-09-09,5,16,0,0
87275,"A",2019-09-04,2019-09-25,21,33,0,0
87275,"A",2019-09-04,2019-10-03,29,25,0,0
87284,"A",2019-09-21,2019-09-29,8,262,0,0
87284,"A",2019-09-21,2019-10-11,20,18,0,0
87284,"A",2019-09-21,2019-10-15,24,14,0,0
87284,"A",2019-09-21,2019-10-25,34,75,0,0
87296,"A",2019-08-27,2019-09-09,13,16,0,0
87296,"A",2019-08-27,2019-09-16,20,42,0,0
87296,"A",2019-08-27,2019-09-23,27,268,0,0
87319,"A",2019-09-16,2019-09-29,13,262,0,0
87319,"A",2019-09-16,2019-10-05,19,24,0,0
87319,"A",2019-09-16,2019-10-09,23,20,0,0
87319,"A",2019-09-16,2019-10-25,39,75,0,0
89276,"A",NA,2019-09-06,NA,19,0,0
89738,"A",NA,2019-09-09,NA,16,0,0
92572,"A",NA,2019-08-22,NA,34,0,0
93483,"A",2019-08-10,2019-08-15,5,41,0,0
93514,"A",2019-08-01,2019-08-09,8,47,0,0
93514,"A",2019-08-01,2019-08-12,11,44,0,0
93514,"A",2019-08-01,2019-08-22,21,34,0,0
93514,"A",2019-08-01,2019-08-26,25,64,0,0
93572,"A",2019-08-17,2019-08-31,14,25,0,0
93666,"A",2019-09-23,2019-09-28,5,31,0,0
93666,"A",2019-09-23,2019-10-04,11,24,0,0
93666,"A",2019-09-23,2019-10-09,16,20,0,0
93666,"A",2019-09-23,2019-10-16,23,84,0,0
93666,"A",2019-09-23,2019-10-23,30,246,0,0
93681,"A",2019-09-26,2019-10-05,9,24,0,0
93681,"A",2019-09-26,2019-10-11,15,18,0,0
93681,"A",2019-09-26,2019-10-18,22,82,0,0
93681,"A",2019-09-26,2019-10-25,29,75,0,0
93709,"A",2019-09-13,2019-09-20,7,39,0,0
93709,"A",2019-09-13,2019-09-23,10,268,0,0
93745,"A",2019-10-15,2019-10-18,3,82,0,0
93745,"A",2019-10-15,2019-10-23,8,246,0,0
93745,"A",2019-10-15,2019-11-01,17,237,0,0
93745,"A",2019-10-15,2019-11-07,23,62,0,0
93749,"A",2019-09-05,2019-09-13,8,117,0,0
93749,"A",2019-09-05,2019-09-23,18,268,0,0
93750,"A",2019-10-01,2019-10-09,8,20,0,0
93750,"A",2019-10-01,2019-10-15,14,14,0,0
93750,"A",2019-10-01,2019-10-23,22,77,0,0
93750,"A",2019-10-01,2019-11-01,31,237,0,0
93758,"A",2019-09-30,2019-10-09,9,20,0,0
93758,"A",2019-09-30,2019-10-16,16,253,0,0
93758,"A",2019-09-30,2019-10-25,25,75,0,0
93758,"A",2019-09-30,2019-11-01,32,237,0,0
93771,"A",2019-09-04,2019-09-09,5,16,0,0
93771,"A",2019-09-04,2019-09-16,12,42,0,0
93771,"A",2019-09-04,2019-10-03,29,25,0,0
93771,"A",2019-09-04,2019-10-07,33,22,0,0
93780,"A",2019-10-05,2019-10-16,11,84,0,0
93780,"A",2019-10-05,2019-10-23,18,77,0,0
93780,"A",2019-10-05,2019-11-01,27,237,0,0
93780,"A",2019-10-05,2019-11-06,32,232,0,0
93837,"A",2019-10-06,2019-10-07,1,22,0,0
93837,"A",2019-10-06,2019-10-15,9,14,0,0
93837,"A",2019-10-06,2019-10-25,19,75,0,0
93837,"A",2019-10-06,2019-11-01,26,237,0,0
93845,"A",2019-09-18,2019-09-23,5,268,0,0
94000,"A",2019-08-28,2019-09-13,16,117,0,0
94000,"A",2019-08-28,2019-09-25,28,33,0,0
94047,"A",NA,2019-08-30,NA,26,0,0
94054,"A",2019-08-31,2019-09-13,13,117,0,0
94054,"A",2019-08-31,2019-09-20,20,39,0,0
94054,"A",2019-08-31,2019-09-30,30,28,0,0
94056,"A",2019-09-08,2019-09-09,1,16,0,0
94056,"A",2019-09-08,2019-09-16,8,42,0,0
94056,"A",2019-09-08,2019-09-29,21,262,0,0
94056,"A",2019-09-08,2019-10-04,26,24,0,0
94057,"A",2019-08-24,2019-09-02,9,23,0,0
94057,"A",2019-08-24,2019-09-14,21,116,0,0
94057,"A",2019-08-24,2019-09-16,23,42,0,0
94122,"A",2019-10-14,2019-10-18,4,82,0,0
94122,"A",2019-10-14,2019-10-23,9,77,0,0
94122,"A",2019-10-14,2019-11-01,18,237,0,0
94122,"A",2019-10-14,2019-11-06,23,232,0,0
94134,"A",2019-09-06,2019-09-09,3,16,0,0
94134,"A",2019-09-06,2019-09-22,16,37,0,0
94134,"A",2019-09-06,2019-09-28,22,31,0,0
94134,"A",2019-09-06,2019-10-05,29,24,0,0
94159,"A",2019-09-04,2019-09-07,3,18,0,0
94159,"A",2019-09-04,2019-09-23,19,268,0,0
94165,"A",2019-10-05,2019-10-16,11,84,0,0
94165,"A",2019-10-05,2019-10-23,18,77,0,0
94165,"A",2019-10-05,2019-11-01,27,237,0,0
94165,"A",2019-10-05,2019-11-06,32,232,0,0
94176,"A",2019-10-02,2019-10-09,7,20,0,0
94176,"A",2019-10-02,2019-10-15,13,14,0,0
94176,"A",2019-10-02,2019-10-23,21,77,0,0
94176,"A",2019-10-02,2019-11-06,35,232,0,0
94182,"A",2019-09-20,2019-09-29,9,262,0,0
94182,"A",2019-09-20,2019-10-07,17,22,0,0
94182,"A",2019-09-20,2019-10-16,26,253,0,0
94182,"A",2019-09-20,2019-10-25,35,75,0,0
94185,"A",2019-09-01,2019-09-07,6,18,0,0
94188,"A",2019-09-19,2019-09-29,10,262,0,0
94188,"A",2019-09-19,2019-10-09,20,20,0,0
94188,"A",2019-09-19,2019-10-16,27,84,0,0
94188,"A",2019-09-19,2019-10-23,34,246,0,0
94195,"A",NA,2019-09-09,NA,16,0,0
94197,"A",2019-09-29,2019-10-05,6,24,0,0
94197,"A",2019-09-29,2019-10-07,8,22,0,0
94197,"A",2019-09-29,2019-10-15,16,14,0,0
94197,"A",2019-09-29,2019-10-23,24,77,0,0
94202,"A",2019-10-16,2019-10-23,7,77,0,0
94202,"A",2019-10-16,2019-11-01,16,237,0,0
94202,"A",2019-10-16,2019-11-06,21,232,0,0
94202,"A",2019-10-16,2019-11-08,23,61,0,0
94212,"A",2019-08-25,2019-09-06,12,19,0,0
94212,"A",2019-08-25,2019-09-14,20,116,0,0
94212,"A",2019-08-25,2019-09-20,26,39,0,0
94212,"A",2019-08-25,2019-09-28,34,31,0,0
94223,"A",2019-08-21,2019-08-31,10,25,0,1
94223,"A",2019-08-21,2019-09-02,12,23,0,0
94223,"A",2019-08-21,2019-09-12,22,47,0,0
94223,"A",2019-08-21,2019-09-16,26,42,0,0
94243,"A",2019-08-18,2019-08-12,-6,44,0,0
94243,"A",2019-08-18,2019-08-23,5,67,0,0
94243,"A",2019-08-18,2019-08-30,12,26,0,0
94243,"A",2019-08-18,2019-09-02,15,23,0,0
94243,"A",2019-08-18,2019-09-09,22,16,0,0
94243,"A",2019-08-18,2019-09-16,29,42,0,0
94254,"A",2019-08-26,2019-08-31,5,25,0,0
94254,"A",2019-08-26,2019-09-06,11,19,0,0
94254,"A",2019-08-26,2019-09-09,14,16,0,0
94254,"A",2019-08-26,2019-09-16,21,42,0,1
94265,"A",2019-09-04,2019-09-09,5,16,0,0
94265,"A",2019-09-04,2019-09-20,16,39,0,0
94265,"A",2019-09-04,2019-09-23,19,268,0,0
94279,"A",2019-08-26,2019-08-31,5,25,0,0
94279,"A",2019-08-26,2019-09-02,7,23,0,0
94279,"A",2019-08-26,2019-09-09,14,16,0,0
94279,"A",2019-08-26,2019-09-20,25,39,0,0
94293,"A",2019-07-27,2019-08-01,5,55,0,0
94293,"A",2019-07-27,2019-08-05,9,51,0,0
94293,"A",2019-07-27,2019-08-22,26,34,0,0
95159,"A",NA,2019-09-20,NA,39,0,0
